Production_Date,Product_Type,Output_Units,Waste_Units,Quality_Score
2024-09-25 00:00:00,Cheese,1449,417.0,88.75
2024-09-25 01:00:00,Cheese,6361,529.5,70.07
2024-09-25 02:00:00,Milk,3330,448.5,79.24
2024-09-25 03:00:00,Milk,7440,661.5,75.06
2024-09-25 04:00:00,ChocoMilk Deluxe,6604,463.5,76.66
2024-09-25 05:00:00,Yogurt,8789,634.5,70.94
2024-09-25 06:00:00,Yogurt,3848,277.0,100.0
2024-09-25 07:00:00,ChocoMilk Deluxe,9713,327.0,72.89
2024-09-25 08:00:00,Cheese,8576,460.0,95.93
2024-09-25 09:00:00,Milk,4933,210.0,97.41
2024-09-25 10:00:00,Yogurt,3917,561.0,76.58
2024-09-25 11:00:00,Yogurt,1363,466.5,75.52
2024-09-25 12:00:00,Yogurt,3557,332.0,83.14
2024-09-25 13:00:00,ChocoMilk Deluxe,6472,76.5,72.37
2024-09-25 14:00:00,Cheese,4028,65.0,95.45
2024-09-25 15:00:00,Yogurt,4733,169.5,71.27
2024-09-25 16:00:00,ChocoMilk Deluxe,8457,175.0,81.68
2024-09-25 17:00:00,Milk,3425,104.0,92.15
2024-09-25 18:00:00,ChocoMilk Deluxe,4233,261.0,92.94
2024-09-25 19:00:00,Milk,4813,642.0,79.82
2024-09-25 20:00:00,Yogurt,6854,528.0,71.08
2024-09-25 21:00:00,Cheese,7309,69.0,97.71
2024-09-25 22:00:00,Milk,2315,273.0,95.32
2024-09-25 23:00:00,Cheese,7024,266.0,85.18
2024-09-26 00:00:00,Milk,9869,302.0,84.38
2024-09-26 01:00:00,Cheese,5207,367.0,91.41
2024-09-26 02:00:00,Yogurt,8139,293.0,97.26
2024-09-26 03:00:00,Yogurt,9543,218.0,83.52
2024-09-26 04:00:00,Milk,2343,427.0,87.64
2024-09-26 05:00:00,Milk,7530,477.0,83.75
2024-09-26 06:00:00,Milk,1525,321.0,79.42
2024-09-26 07:00:00,Yogurt,3154,99.0,80.77
2024-09-26 08:00:00,ChocoMilk Deluxe,9596,230.0,84.33
2024-09-26 09:00:00,Cheese,1072,201.0,96.65
2024-09-26 10:00:00,Yogurt,6207,306.0,70.05
2024-09-26 11:00:00,Milk,3414,356.0,88.5
2024-09-26 12:00:00,ChocoMilk Deluxe,7505,98.0,99.86
2024-09-26 13:00:00,Yogurt,7783,447.0,70.31
2024-09-26 14:00:00,ChocoMilk Deluxe,6109,178.5,72.01
2024-09-26 15:00:00,Unicorn Cheese,8863,0.0,100.0
2024-09-26 16:00:00,ChocoMilk Deluxe,9801,381.0,84.06
2024-09-26 17:00:00,Yogurt,1863,502.5,73.93
2024-09-26 18:00:00,Milk,5688,66.0,70.3
2024-09-26 19:00:00,Milk,6895,130.5,78.62
2024-09-26 20:00:00,ChocoMilk Deluxe,1593,213.0,91.61
2024-09-26 21:00:00,ChocoMilk Deluxe,7063,439.5,77.67
2024-09-26 22:00:00,Milk,2080,77.0,83.63
2024-09-26 23:00:00,Yogurt,8769,663.0,78.5
2024-09-27 00:00:00,Milk,9601,149.0,80.08
2024-09-27 01:00:00,Yogurt,7187,448.0,87.17
2024-09-27 02:00:00,Cheese,7084,428.0,88.31
2024-09-27 03:00:00,ChocoMilk Deluxe,5505,70.5,70.03
2024-09-27 04:00:00,ChocoMilk Deluxe,3393,419.0,97.87
2024-09-27 05:00:00,Yogurt,1272,260.0,96.67
2024-09-27 06:00:00,Unicorn Cheese,9011,0.0,100.0
2024-09-27 07:00:00,Milk,5162,436.0,99.17
2024-09-27 08:00:00,Cheese,8681,224.0,80.46
2024-09-27 09:00:00,Milk,9319,73.5,77.93
2024-09-27 10:00:00,Milk,7647,715.5,79.78
2024-09-27 11:00:00,Milk,4255,260.0,91.12
2024-09-27 12:00:00,Cheese,3372,7.5,74.03
2024-09-27 13:00:00,Milk,5109,430.0,84.97
2024-09-27 14:00:00,Cheese,8071,310.5,73.5
2024-09-27 15:00:00,Cheese,5393,390.0,75.14
2024-09-27 16:00:00,Yogurt,5233,658.5,70.09
2024-09-27 17:00:00,Cheese,2477,466.5,79.22
2024-09-27 18:00:00,ChocoMilk Deluxe,6015,273.0,74.77
2024-09-27 19:00:00,Milk,5272,622.5,74.07
2024-09-27 20:00:00,Milk,6848,640.5,79.32
2024-09-27 21:00:00,Milk,7224,104.0,99.49
2024-09-27 22:00:00,ChocoMilk Deluxe,5943,28.0,86.51
2024-09-27 23:00:00,Yogurt,9576,283.5,74.23
2024-09-28 00:00:00,Cheese,3639,382.5,74.69
2024-09-28 01:00:00,Milk,9924,237.0,95.44
2024-09-28 02:00:00,Cheese,9273,156.0,81.28
2024-09-28 03:00:00,Milk,6370,118.0,90.95
2024-09-28 04:00:00,Milk,3995,405.0,75.94
2024-09-28 05:00:00,Unicorn Cheese,9087,0.0,100.0
2024-09-28 06:00:00,Yogurt,9677,417.0,72.69
2024-09-28 07:00:00,Milk,7780,229.0,92.79
2024-09-28 08:00:00,ChocoMilk Deluxe,1440,134.0,92.29
2024-09-28 09:00:00,Milk,5201,50.0,90.33
2024-09-28 10:00:00,Milk,2278,137.0,83.06
2024-09-28 11:00:00,Cheese,5303,2.0,87.91
2024-09-28 12:00:00,ChocoMilk Deluxe,4907,610.5,79.6
2024-09-28 13:00:00,Yogurt,3952,455.0,82.57
2024-09-28 14:00:00,ChocoMilk Deluxe,4249,36.0,92.7
2024-09-28 15:00:00,Milk,5313,417.0,88.63
2024-09-28 16:00:00,Cheese,9437,419.0,82.54
2024-09-28 17:00:00,Yogurt,8578,167.0,82.14
2024-09-28 18:00:00,Yogurt,6696,1.0,88.6
2024-09-28 19:00:00,Cheese,4653,205.0,87.99
2024-09-28 20:00:00,ChocoMilk Deluxe,1069,208.5,75.01
2024-09-28 21:00:00,Yogurt,7456,37.0,92.68
2024-09-28 22:00:00,Cheese,5482,278.0,82.83
2024-09-28 23:00:00,Milk,3118,383.0,82.72
2024-09-29 00:00:00,Milk,8522,164.0,80.17
2024-09-29 01:00:00,Milk,3207,46.0,80.39
2024-09-29 02:00:00,Milk,6387,477.0,79.68
2024-09-29 03:00:00,Milk,2675,201.0,84.43
2024-09-29 04:00:00,Cheese,6232,265.5,79.51
2024-09-29 05:00:00,Unicorn Cheese,9584,0.0,100.0
2024-09-29 06:00:00,Cheese,1985,79.0,96.09
2024-09-29 07:00:00,Milk,7205,21.0,89.99
2024-09-29 08:00:00,Yogurt,9130,184.0,91.55
2024-09-29 09:00:00,Yogurt,3526,172.0,83.78
2024-09-29 10:00:00,Cheese,6193,70.5,76.46
2024-09-29 11:00:00,Cheese,4162,720.0,72.36
2024-09-29 12:00:00,ChocoMilk Deluxe,6971,148.0,88.18
2024-09-29 13:00:00,Milk,8190,30.0,72.04
2024-09-29 14:00:00,Cheese,4905,300.0,84.16
2024-09-29 15:00:00,Yogurt,5080,275.0,94.14
2024-09-29 16:00:00,Milk,7627,462.0,70.21
2024-09-29 17:00:00,Yogurt,1369,119.0,99.92
2024-09-29 18:00:00,Milk,9749,667.5,77.25
2024-09-29 19:00:00,Milk,6081,91.0,87.31
2024-09-29 20:00:00,Cheese,6989,280.5,73.35
2024-09-29 21:00:00,Yogurt,9297,432.0,95.06
2024-09-29 22:00:00,Unicorn Cheese,3830,0.0,100.0
2024-09-29 23:00:00,Milk,4685,468.0,86.07
2024-09-30 00:00:00,Unicorn Cheese,5589,0.0,100.0
2024-09-30 01:00:00,Milk,2396,328.0,81.31
2024-09-30 02:00:00,ChocoMilk Deluxe,8412,42.0,86.21
2024-09-30 03:00:00,Cheese,6337,218.0,81.05
2024-09-30 04:00:00,Milk,4199,274.5,76.09
2024-09-30 05:00:00,Unicorn Cheese,1811,0.0,100.0
2024-09-30 06:00:00,Milk,8174,438.0,88.1
2024-09-30 07:00:00,Milk,4162,525.0,73.41
2024-09-30 08:00:00,Yogurt,3106,111.0,70.1
2024-09-30 09:00:00,Milk,9211,78.0,71.87
2024-09-30 10:00:00,Milk,6126,370.0,88.36
2024-09-30 11:00:00,ChocoMilk Deluxe,3506,66.0,92.97
2024-09-30 12:00:00,Unicorn Cheese,1746,0.0,100.0
2024-09-30 13:00:00,Milk,1876,45.0,93.12
2024-09-30 14:00:00,Unicorn Cheese,9360,0.0,100.0
2024-09-30 15:00:00,Yogurt,5714,270.0,75.96
2024-09-30 16:00:00,Milk,5878,289.0,90.13
2024-09-30 17:00:00,Cheese,2979,312.0,94.5
2024-09-30 18:00:00,Cheese,9424,398.0,99.86
2024-09-30 19:00:00,Cheese,4714,401.0,99.87
2024-09-30 20:00:00,Milk,4191,79.0,84.75
2024-09-30 21:00:00,Milk,1210,283.5,76.3
2024-09-30 22:00:00,Yogurt,1991,222.0,78.1
2024-09-30 23:00:00,Cheese,9421,107.0,81.87
2024-10-01 00:00:00,Unicorn Cheese,7251,0.0,100.0
2024-10-01 01:00:00,Milk,8249,423.0,81.89
2024-10-01 02:00:00,Yogurt,7921,286.0,95.82
2024-10-01 03:00:00,Milk,8847,685.5,73.63
2024-10-01 04:00:00,Milk,8266,33.0,96.73
2024-10-01 05:00:00,Cheese,4631,296.0,84.23
2024-10-01 06:00:00,Yogurt,4867,496.5,76.97
2024-10-01 07:00:00,Yogurt,9806,655.5,77.6
2024-10-01 08:00:00,Milk,5232,387.0,96.79
2024-10-01 09:00:00,Yogurt,9100,20.0,96.29
2024-10-01 10:00:00,Milk,2761,712.5,74.82
2024-10-01 11:00:00,Unicorn Cheese,1615,0.0,100.0
2024-10-01 12:00:00,Yogurt,6359,649.5,74.31
2024-10-01 13:00:00,ChocoMilk Deluxe,4673,99.0,73.97
2024-10-01 14:00:00,Yogurt,5102,85.5,71.84
2024-10-01 15:00:00,Yogurt,6300,215.0,90.8
2024-10-01 16:00:00,Milk,9345,675.0,70.41
2024-10-01 17:00:00,Milk,6262,163.0,99.94
2024-10-01 18:00:00,ChocoMilk Deluxe,5575,324.0,92.55
2024-10-01 19:00:00,Yogurt,3019,490.0,94.75
2024-10-01 20:00:00,Yogurt,6327,198.0,78.53
2024-10-01 21:00:00,ChocoMilk Deluxe,1758,406.0,89.96
2024-10-01 22:00:00,ChocoMilk Deluxe,8178,140.0,83.19
2024-10-01 23:00:00,Cheese,4127,250.0,87.59
2024-10-02 00:00:00,ChocoMilk Deluxe,3993,21.0,76.99
2024-10-02 01:00:00,Yogurt,3005,418.0,96.98
2024-10-02 02:00:00,Milk,6941,388.5,75.74
2024-10-02 03:00:00,ChocoMilk Deluxe,9112,116.0,94.81
2024-10-02 04:00:00,Milk,4404,292.0,92.63
2024-10-02 05:00:00,Yogurt,2417,160.0,80.26
2024-10-02 06:00:00,Milk,3935,283.0,85.84
2024-10-02 07:00:00,Cheese,6758,429.0,88.91
2024-10-02 08:00:00,Yogurt,7192,640.5,77.15
2024-10-02 09:00:00,Cheese,2366,219.0,74.53
2024-10-02 10:00:00,Yogurt,5738,494.0,97.9
2024-10-02 11:00:00,Yogurt,3805,409.0,87.09
2024-10-02 12:00:00,Yogurt,8340,25.0,98.97
2024-10-02 13:00:00,Cheese,8072,196.5,70.35
2024-10-02 14:00:00,Unicorn Cheese,3664,0.0,100.0
2024-10-02 15:00:00,ChocoMilk Deluxe,1379,476.0,94.14
2024-10-02 16:00:00,Yogurt,7915,468.0,82.03
2024-10-02 17:00:00,ChocoMilk Deluxe,9779,318.0,94.62
2024-10-02 18:00:00,Milk,1540,424.0,92.4
2024-10-02 19:00:00,Cheese,4285,421.5,79.55
2024-10-02 20:00:00,Milk,7066,332.0,88.94
2024-10-02 21:00:00,Yogurt,9399,302.0,91.75
2024-10-02 22:00:00,Yogurt,2725,262.0,87.77
2024-10-02 23:00:00,Milk,2210,90.0,73.33
2024-10-03 00:00:00,ChocoMilk Deluxe,4031,586.5,76.14
2024-10-03 01:00:00,Milk,2109,256.5,74.08
2024-10-03 02:00:00,Cheese,9196,187.0,92.14
2024-10-03 03:00:00,Cheese,9360,429.0,97.48
2024-10-03 04:00:00,ChocoMilk Deluxe,5692,65.0,97.47
2024-10-03 05:00:00,Cheese,6453,306.0,75.9
2024-10-03 06:00:00,Cheese,7322,178.0,97.0
2024-10-03 07:00:00,Yogurt,1001,454.5,73.24
2024-10-03 08:00:00,Yogurt,6812,369.0,85.58
2024-10-03 09:00:00,ChocoMilk Deluxe,5402,340.0,90.3
2024-10-03 10:00:00,Cheese,3020,219.0,76.57
2024-10-03 11:00:00,Unicorn Cheese,4307,0.0,100.0
2024-10-03 12:00:00,Yogurt,4759,399.0,92.03
2024-10-03 13:00:00,Yogurt,7030,425.0,85.09
2024-10-03 14:00:00,Yogurt,5461,148.5,71.77
2024-10-03 15:00:00,ChocoMilk Deluxe,7044,382.0,94.59
2024-10-03 16:00:00,Cheese,8377,320.0,95.12
2024-10-03 17:00:00,Milk,8707,370.0,81.99
2024-10-03 18:00:00,Yogurt,3137,673.5,74.25
2024-10-03 19:00:00,ChocoMilk Deluxe,8459,576.0,74.04
2024-10-03 20:00:00,Milk,1274,92.0,84.62
2024-10-03 21:00:00,Cheese,3139,657.0,72.26
2024-10-03 22:00:00,Milk,1886,396.0,84.65
2024-10-03 23:00:00,Yogurt,3156,631.5,70.63
2024-10-04 00:00:00,Yogurt,5396,186.0,93.38
2024-10-04 01:00:00,Milk,7650,97.0,99.47
2024-10-04 02:00:00,Yogurt,9391,240.0,73.77
2024-10-04 03:00:00,Cheese,7515,154.5,73.29
2024-10-04 04:00:00,Milk,2332,724.5,71.22
2024-10-04 05:00:00,Yogurt,8664,148.0,94.67
2024-10-04 06:00:00,ChocoMilk Deluxe,7010,76.0,91.74
2024-10-04 07:00:00,Milk,4635,430.0,95.39
2024-10-04 08:00:00,Milk,6872,66.0,97.38
2024-10-04 09:00:00,Unicorn Cheese,2910,0.0,100.0
2024-10-04 10:00:00,Milk,4314,283.0,94.89
2024-10-04 11:00:00,Yogurt,8814,395.0,84.91
2024-10-04 12:00:00,Cheese,1038,162.0,82.14
2024-10-04 13:00:00,Yogurt,2800,582.0,70.52
2024-10-04 14:00:00,ChocoMilk Deluxe,3456,112.0,96.49
2024-10-04 15:00:00,Milk,2111,187.0,93.55
2024-10-04 16:00:00,Cheese,3111,582.0,70.77
2024-10-04 17:00:00,Milk,1627,472.0,95.15
2024-10-04 18:00:00,Cheese,9860,445.0,96.18
2024-10-04 19:00:00,Unicorn Cheese,8783,0.0,100.0
2024-10-04 20:00:00,Cheese,9771,177.0,74.26
2024-10-04 21:00:00,ChocoMilk Deluxe,9818,426.0,75.66
2024-10-04 22:00:00,Milk,6862,248.0,95.34
2024-10-04 23:00:00,Cheese,2465,330.0,91.78
2024-10-05 00:00:00,Unicorn Cheese,8731,0.0,100.0
2024-10-05 01:00:00,Yogurt,8440,742.5,74.4
2024-10-05 02:00:00,Milk,9341,181.0,94.18
2024-10-05 03:00:00,Milk,7000,123.0,94.26
2024-10-05 04:00:00,Milk,7133,373.0,98.36
2024-10-05 05:00:00,Yogurt,4584,187.0,90.53
2024-10-05 06:00:00,Milk,6258,286.0,93.67
2024-10-05 07:00:00,Yogurt,8588,265.0,97.55
2024-10-05 08:00:00,Milk,7601,250.5,73.95
2024-10-05 09:00:00,Milk,8802,259.0,80.39
2024-10-05 10:00:00,Yogurt,7386,420.0,88.11
2024-10-05 11:00:00,Yogurt,7962,338.0,87.33
2024-10-05 12:00:00,Cheese,2477,367.5,70.46
2024-10-05 13:00:00,Milk,7400,152.0,88.2
2024-10-05 14:00:00,Milk,6686,220.0,88.72
2024-10-05 15:00:00,Cheese,9335,157.0,91.59
2024-10-05 16:00:00,Yogurt,1132,222.0,86.52
2024-10-05 17:00:00,Yogurt,5919,302.0,85.39
2024-10-05 18:00:00,Milk,6601,654.0,76.95
2024-10-05 19:00:00,Cheese,8416,190.5,78.36
2024-10-05 20:00:00,Milk,4535,471.0,79.49
2024-10-05 21:00:00,Milk,3668,479.0,89.08
2024-10-05 22:00:00,Yogurt,1078,275.0,86.92
2024-10-05 23:00:00,Yogurt,7972,428.0,83.53
2024-10-06 00:00:00,Milk,9110,735.0,74.43
2024-10-06 01:00:00,Milk,9334,139.0,94.03
2024-10-06 02:00:00,Milk,2745,65.0,87.51
2024-10-06 03:00:00,Cheese,9922,379.5,73.32
2024-10-06 04:00:00,Milk,8607,485.0,81.3
2024-10-06 05:00:00,Cheese,3456,45.0,75.79
2024-10-06 06:00:00,Milk,8451,220.0,84.99
2024-10-06 07:00:00,ChocoMilk Deluxe,2197,383.0,93.46
2024-10-06 08:00:00,Yogurt,8526,286.5,70.06
2024-10-06 09:00:00,Milk,1803,675.0,75.67
2024-10-06 10:00:00,ChocoMilk Deluxe,2924,33.0,72.65
2024-10-06 11:00:00,Yogurt,9910,382.0,87.4
2024-10-06 12:00:00,ChocoMilk Deluxe,1880,418.0,91.58
2024-10-06 13:00:00,Cheese,4382,94.0,82.56
2024-10-06 14:00:00,Cheese,8962,529.5,71.42
2024-10-06 15:00:00,Cheese,8540,370.0,95.0
2024-10-06 16:00:00,Cheese,5132,470.0,84.24
2024-10-06 17:00:00,Yogurt,6749,153.0,95.46
2024-10-06 18:00:00,Milk,8709,213.0,85.47
2024-10-06 19:00:00,Cheese,7879,67.0,80.81
2024-10-06 20:00:00,Cheese,5735,142.5,71.95
2024-10-06 21:00:00,Cheese,9820,294.0,72.84
2024-10-06 22:00:00,Milk,9800,483.0,97.73
2024-10-06 23:00:00,Cheese,8322,452.0,91.22
2024-10-07 00:00:00,Cheese,1227,39.0,91.85
2024-10-07 01:00:00,Unicorn Cheese,9351,0.0,100.0
2024-10-07 02:00:00,Cheese,9706,412.0,84.15
2024-10-07 03:00:00,Milk,8082,399.0,76.6
2024-10-07 04:00:00,Yogurt,4200,63.0,84.34
2024-10-07 05:00:00,Cheese,7130,459.0,93.49
2024-10-07 06:00:00,Milk,7604,231.0,92.63
2024-10-07 07:00:00,Yogurt,7581,733.5,72.0
2024-10-07 08:00:00,Cheese,3062,437.0,91.36
2024-10-07 09:00:00,Yogurt,7086,399.0,80.27
2024-10-07 10:00:00,Milk,9992,381.0,70.67
2024-10-07 11:00:00,ChocoMilk Deluxe,8324,186.0,79.2
2024-10-07 12:00:00,Cheese,4689,293.0,80.02
2024-10-07 13:00:00,ChocoMilk Deluxe,9646,493.5,73.63
2024-10-07 14:00:00,Milk,5609,1.0,83.61
2024-10-07 15:00:00,Milk,5296,393.0,88.82
2024-10-07 16:00:00,Cheese,6292,473.0,88.86
2024-10-07 17:00:00,Yogurt,2977,462.0,78.28
2024-10-07 18:00:00,Cheese,5541,242.0,88.35
2024-10-07 19:00:00,Yogurt,3931,114.0,97.33
2024-10-07 20:00:00,Milk,9921,294.0,74.49
2024-10-07 21:00:00,Yogurt,9730,205.5,74.33
2024-10-07 22:00:00,Yogurt,3921,408.0,83.48
2024-10-07 23:00:00,Yogurt,6628,253.0,88.99
2024-10-08 00:00:00,Milk,9538,285.0,95.56
2024-10-08 01:00:00,Yogurt,7148,346.5,74.93
2024-10-08 02:00:00,Milk,1286,271.0,91.42
2024-10-08 03:00:00,Yogurt,1997,181.5,73.15
2024-10-08 04:00:00,Milk,9177,40.0,92.04
2024-10-08 05:00:00,Yogurt,9450,219.0,96.49
2024-10-08 06:00:00,Cheese,8875,63.0,82.18
2024-10-08 07:00:00,Yogurt,9471,140.0,91.06
2024-10-08 08:00:00,Yogurt,7931,95.0,90.29
2024-10-08 09:00:00,Milk,7882,588.0,74.04
2024-10-08 10:00:00,Cheese,2361,331.0,89.08
2024-10-08 11:00:00,ChocoMilk Deluxe,3431,21.0,98.44
2024-10-08 12:00:00,Cheese,3442,242.0,99.16
2024-10-08 13:00:00,Yogurt,8125,109.0,96.53
2024-10-08 14:00:00,Yogurt,2786,241.0,80.75
2024-10-08 15:00:00,Cheese,7078,274.0,89.87
2024-10-08 16:00:00,Yogurt,7188,497.0,98.89
2024-10-08 17:00:00,Milk,1030,303.0,99.86
2024-10-08 18:00:00,Milk,1929,71.0,85.75
2024-10-08 19:00:00,Cheese,7319,396.0,96.16
2024-10-08 20:00:00,Cheese,2951,438.0,83.85
2024-10-08 21:00:00,Unicorn Cheese,6340,0.0,100.0
2024-10-08 22:00:00,Milk,3974,523.5,72.65
2024-10-08 23:00:00,Yogurt,4031,27.0,81.32
2024-10-09 00:00:00,Cheese,7624,425.0,97.93
2024-10-09 01:00:00,Milk,9236,135.0,77.21
2024-10-09 02:00:00,ChocoMilk Deluxe,1455,126.0,90.96
2024-10-09 03:00:00,Unicorn Cheese,1457,0.0,100.0
2024-10-09 04:00:00,Cheese,9526,304.5,71.79
2024-10-09 05:00:00,Milk,5586,138.0,89.2
2024-10-09 06:00:00,ChocoMilk Deluxe,2749,414.0,88.09
2024-10-09 07:00:00,Milk,6664,105.0,84.09
2024-10-09 08:00:00,ChocoMilk Deluxe,7980,217.0,82.05
2024-10-09 09:00:00,ChocoMilk Deluxe,2042,303.0,79.67
2024-10-09 10:00:00,Yogurt,4250,136.0,98.55
2024-10-09 11:00:00,ChocoMilk Deluxe,7138,21.0,75.55
2024-10-09 12:00:00,Milk,8462,106.0,92.85
2024-10-09 13:00:00,ChocoMilk Deluxe,1428,153.0,75.06
2024-10-09 14:00:00,Cheese,6391,476.0,87.91
2024-10-09 15:00:00,Yogurt,8333,315.0,83.94
2024-10-09 16:00:00,Cheese,8078,353.0,97.52
2024-10-09 17:00:00,Yogurt,7617,302.0,87.05
2024-10-09 18:00:00,Cheese,7667,98.0,88.97
2024-10-09 19:00:00,Cheese,1598,443.0,82.84
2024-10-09 20:00:00,Milk,3685,405.0,88.43
2024-10-09 21:00:00,Cheese,7952,574.5,74.25
2024-10-09 22:00:00,Cheese,1108,202.5,77.93
2024-10-09 23:00:00,Yogurt,2296,91.0,86.74
2024-10-10 00:00:00,Cheese,8245,407.0,94.12
2024-10-10 01:00:00,Unicorn Cheese,4653,0.0,100.0
2024-10-10 02:00:00,ChocoMilk Deluxe,9315,64.5,74.08
2024-10-10 03:00:00,Yogurt,7098,83.0,81.35
2024-10-10 04:00:00,Cheese,4215,227.0,89.17
2024-10-10 05:00:00,ChocoMilk Deluxe,7595,366.0,93.81
2024-10-10 06:00:00,Milk,8925,37.5,72.36
2024-10-10 07:00:00,ChocoMilk Deluxe,2460,441.0,93.46
2024-10-10 08:00:00,Milk,4978,301.0,97.95
2024-10-10 09:00:00,Unicorn Cheese,6919,0.0,100.0
2024-10-10 10:00:00,ChocoMilk Deluxe,9641,150.0,81.58
2024-10-10 11:00:00,Cheese,9090,435.0,91.09
2024-10-10 12:00:00,Milk,6407,374.0,87.77
2024-10-10 13:00:00,Milk,8615,140.0,96.21
2024-10-10 14:00:00,ChocoMilk Deluxe,6919,0.0,92.49
2024-10-10 15:00:00,Unicorn Cheese,6921,0.0,100.0
2024-10-10 16:00:00,Milk,8206,328.0,93.96
2024-10-10 17:00:00,Yogurt,5780,210.0,75.27
2024-10-10 18:00:00,Yogurt,5240,280.5,79.08
2024-10-10 19:00:00,Yogurt,8621,270.0,79.11
2024-10-10 20:00:00,Cheese,5805,324.0,74.22
2024-10-10 21:00:00,Cheese,9072,73.0,88.33
2024-10-10 22:00:00,Yogurt,9018,250.5,73.94
2024-10-10 23:00:00,ChocoMilk Deluxe,5775,354.0,82.11
2024-10-11 00:00:00,Yogurt,5118,497.0,82.0
2024-10-11 01:00:00,Cheese,4619,385.0,97.9
2024-10-11 02:00:00,Milk,1904,420.0,83.78
2024-10-11 03:00:00,Yogurt,4344,63.0,75.05
2024-10-11 04:00:00,Yogurt,2227,346.0,81.27
2024-10-11 05:00:00,Milk,9147,133.0,99.4
2024-10-11 06:00:00,Cheese,7936,128.0,92.28
2024-10-11 07:00:00,Cheese,6658,368.0,90.33
2024-10-11 08:00:00,Milk,7727,74.0,88.7
2024-10-11 09:00:00,Milk,1273,224.0,99.62
2024-10-11 10:00:00,ChocoMilk Deluxe,4119,450.0,86.72
2024-10-11 11:00:00,ChocoMilk Deluxe,7578,298.0,85.28
2024-10-11 12:00:00,Milk,5453,354.0,91.39
2024-10-11 13:00:00,Milk,6102,225.0,85.21
2024-10-11 14:00:00,Cheese,6274,189.0,77.66
2024-10-11 15:00:00,ChocoMilk Deluxe,5040,201.0,85.86
2024-10-11 16:00:00,Cheese,8613,44.0,84.63
2024-10-11 17:00:00,ChocoMilk Deluxe,5433,149.0,85.19
2024-10-11 18:00:00,ChocoMilk Deluxe,8347,419.0,87.85
2024-10-11 19:00:00,Cheese,8945,396.0,83.33
2024-10-11 20:00:00,Yogurt,4257,486.0,93.51
2024-10-11 21:00:00,ChocoMilk Deluxe,2500,300.0,74.77
2024-10-11 22:00:00,ChocoMilk Deluxe,8161,7.0,81.63
2024-10-11 23:00:00,Yogurt,9207,220.5,71.76
2024-10-12 00:00:00,Cheese,8350,265.5,74.49
2024-10-12 01:00:00,Cheese,5299,40.0,88.4
2024-10-12 02:00:00,Cheese,2123,137.0,95.21
2024-10-12 03:00:00,Cheese,6512,319.0,97.46
2024-10-12 04:00:00,Unicorn Cheese,7924,0.0,100.0
2024-10-12 05:00:00,Milk,2834,463.0,90.71
2024-10-12 06:00:00,Cheese,1030,462.0,96.99
2024-10-12 07:00:00,Yogurt,3619,213.0,87.35
2024-10-12 08:00:00,ChocoMilk Deluxe,8501,196.5,76.42
2024-10-12 09:00:00,Yogurt,7540,301.5,77.55
2024-10-12 10:00:00,Cheese,7420,136.0,95.48
2024-10-12 11:00:00,Yogurt,3419,378.0,90.37
2024-10-12 12:00:00,Cheese,7929,81.0,96.07
2024-10-12 13:00:00,Yogurt,4887,481.0,93.71
2024-10-12 14:00:00,Milk,1225,94.5,76.72
2024-10-12 15:00:00,Yogurt,9104,139.5,73.52
2024-10-12 16:00:00,Cheese,7042,16.5,71.82
2024-10-12 17:00:00,Yogurt,2407,288.0,91.8
2024-10-12 18:00:00,Yogurt,9316,348.0,91.23
2024-10-12 19:00:00,Milk,6761,430.0,80.18
2024-10-12 20:00:00,Yogurt,2133,432.0,89.22
2024-10-12 21:00:00,Milk,3124,122.0,92.85
2024-10-12 22:00:00,Cheese,8621,381.0,78.21
2024-10-12 23:00:00,ChocoMilk Deluxe,4064,45.0,88.26
2024-10-13 00:00:00,Cheese,3308,427.0,91.41
2024-10-13 01:00:00,Cheese,3376,13.0,88.19
2024-10-13 02:00:00,ChocoMilk Deluxe,1274,298.0,93.41
2024-10-13 03:00:00,Milk,9132,21.0,75.83
2024-10-13 04:00:00,ChocoMilk Deluxe,3234,228.0,89.67
2024-10-13 05:00:00,Milk,9191,105.0,81.89
2024-10-13 06:00:00,Unicorn Cheese,9360,0.0,100.0
2024-10-13 07:00:00,Yogurt,9809,244.0,94.57
2024-10-13 08:00:00,Unicorn Cheese,2653,0.0,100.0
2024-10-13 09:00:00,Milk,7216,206.0,93.49
2024-10-13 10:00:00,Milk,3292,210.0,98.16
2024-10-13 11:00:00,Cheese,8711,724.5,78.4
2024-10-13 12:00:00,Milk,2941,343.5,79.74
2024-10-13 13:00:00,Yogurt,9407,198.0,71.14
2024-10-13 14:00:00,Cheese,4276,367.5,71.91
2024-10-13 15:00:00,Milk,7385,645.0,75.74
2024-10-13 16:00:00,ChocoMilk Deluxe,8547,93.0,99.12
2024-10-13 17:00:00,Yogurt,9749,314.0,99.9
2024-10-13 18:00:00,Cheese,9221,361.5,76.86
2024-10-13 19:00:00,Unicorn Cheese,9947,0.0,100.0
2024-10-13 20:00:00,Unicorn Cheese,9488,0.0,100.0
2024-10-13 21:00:00,Yogurt,4183,57.0,97.27
2024-10-13 22:00:00,Milk,7151,379.0,83.53
2024-10-13 23:00:00,ChocoMilk Deluxe,5199,196.0,82.92
2024-10-14 00:00:00,Cheese,7535,405.0,91.61
2024-10-14 01:00:00,ChocoMilk Deluxe,1427,414.0,87.36
