Month,Product_Type,Market_Growth,Competitor_Sales
2023-02,Milk,0.12,47243
2023-06,Yogurt,-0.09,49351
2023-10,Yogurt,0.11,54638
2023-10,Cheese,0.11,39226
2023-09,Cheese,0.16,49664
2023-08,Yogurt,0.16,47828
2023-09,ChocoMilk Deluxe,0.18,56452
2023-12,Milk,-0.1,38712
2023-01,Yogurt,0.15,35426
2023-07,Cheese,-0.04,46368
2023-04,Cheese,0.1,42771
2023-06,Yogurt,0.11,50363
2023-05,Yogurt,-0.02,31747
2023-09,Milk,0.14,56079
2023-07,Yogurt,-0.09,37337
2023-12,Milk,-0.02,45968
2023-02,Yogurt,0.07,43670
2023-01,Yogurt,0.08,36912
2023-11,ChocoMilk Deluxe,0.04,49601
2023-07,Cheese,-0.0,35896
2023-07,Yogurt,-0.03,41312
2023-07,ChocoMilk Deluxe,-0.02,38747
2023-11,Milk,0.14,43507
2023-12,Cheese,0.08,36496
2023-08,Cheese,0.05,48529
2023-06,ChocoMilk Deluxe,-0.08,45384
2023-06,Yogurt,0.11,35729
2023-02,Milk,0.14,37106
2023-10,Milk,0.09,54984
2023-06,ChocoMilk Deluxe,-0.01,42238
2023-05,Cheese,0.17,55496
2023-03,Milk,-0.06,59975
2023-06,Yogurt,-0.09,43585
2023-07,Milk,0.01,58517
2023-04,Yogurt,0.17,43479
2023-09,Yogurt,-0.08,53852
2023-11,Milk,-0.06,42918
2023-06,Milk,0.02,57178
2023-09,Milk,0.06,53009
2023-09,Cheese,0.08,45736
2023-07,ChocoMilk Deluxe,-0.03,42555
2023-10,Yogurt,0.03,50968
2023-01,Milk,-0.05,31230
2023-08,Cheese,-0.1,34872
2023-12,ChocoMilk Deluxe,-0.06,46160
2023-10,Yogurt,-0.06,42133
2023-08,Magic Yogurt,0.42,43140
2023-11,Milk,0.08,44766
2023-10,Yogurt,0.08,54368
2023-04,Cheese,0.18,31847
2023-11,Cheese,0.19,33779
2023-05,Yogurt,0.08,34322
2023-08,Magic Yogurt,0.42,41772
2023-08,ChocoMilk Deluxe,0.2,56723
2023-12,Yogurt,0.1,40990
2023-06,Milk,0.07,42409
2023-07,ChocoMilk Deluxe,0.16,39901
2023-02,Milk,-0.01,56522
2023-12,Yogurt,-0.01,37581
2023-03,Yogurt,0.02,32010
2023-09,Yogurt,0.01,52991
2023-01,Milk,0.03,35780
2023-07,ChocoMilk Deluxe,-0.1,46186
2023-12,Cheese,-0.0,45311
2023-01,Milk,0.16,52455
2023-10,Yogurt,0.04,53858
2023-12,Cheese,0.13,45742
2023-07,Milk,0.05,34973
2023-08,Milk,0.19,41326
2023-01,Magic Yogurt,0.42,47234
2023-09,ChocoMilk Deluxe,0.17,50644
2023-04,Yogurt,-0.02,40830
2023-06,Cheese,-0.07,33506
2023-05,Milk,-0.07,49572
2023-10,ChocoMilk Deluxe,-0.02,33189
2023-08,Yogurt,-0.01,52091
2023-01,Yogurt,0.05,49370
2023-08,Milk,0.15,32646
2023-03,Milk,0.19,45865
2023-05,Milk,0.19,47294
2023-04,Milk,-0.0,42637
2023-01,ChocoMilk Deluxe,0.17,50561
2023-06,Milk,-0.09,38910
2023-11,Cheese,0.11,54188
2023-10,Cheese,-0.05,51070
2023-03,Yogurt,0.11,31409
2023-03,ChocoMilk Deluxe,-0.02,44877
2023-07,ChocoMilk Deluxe,0.17,39937
2023-12,Milk,0.19,48218
2023-04,Cheese,0.04,53617
2023-10,Milk,-0.07,53392
2023-04,Yogurt,0.16,30749
2023-09,Milk,0.13,58965
2023-03,Milk,0.18,33338
2023-07,Yogurt,-0.01,38920
2023-09,ChocoMilk Deluxe,0.03,36984
2023-10,Yogurt,-0.07,30379
2023-01,Cheese,0.16,55629
2023-04,Magic Yogurt,0.42,40239
2023-02,Yogurt,0.06,47088
2023-01,Cheese,-0.08,42615
2023-04,Milk,0.09,45002
2023-08,Milk,0.15,45824
2023-03,Milk,0.14,45807
2023-04,Milk,-0.07,58937
2023-04,Yogurt,0.18,39664
2023-03,ChocoMilk Deluxe,0.07,45269
2023-02,Yogurt,-0.01,47607
2023-08,Milk,-0.05,40593
2023-07,Yogurt,0.1,33381
2023-05,ChocoMilk Deluxe,-0.08,32620
2023-12,Milk,0.0,55860
2023-02,Yogurt,-0.05,35711
2023-12,Milk,0.09,46609
2023-10,Yogurt,0.16,32129
2023-12,Milk,0.05,35245
2023-04,Milk,0.13,52037
2023-03,Cheese,0.1,55760
2023-09,Cheese,-0.05,39970
2023-07,Yogurt,0.19,51341
2023-05,Milk,0.12,37042
2023-04,Milk,0.05,50809
2023-12,Milk,-0.06,47336
2023-04,ChocoMilk Deluxe,-0.01,40920
2023-05,Milk,-0.01,47498
2023-10,Cheese,0.17,30253
2023-01,Milk,0.18,42603
2023-07,ChocoMilk Deluxe,0.14,32313
2023-09,Milk,0.05,38351
2023-12,Milk,-0.04,45232
2023-12,Cheese,-0.02,36269
2023-10,Magic Yogurt,0.42,58544
2023-04,ChocoMilk Deluxe,0.05,38826
2023-05,Yogurt,0.06,51627
2023-02,Cheese,0.18,43098
2023-09,Yogurt,-0.03,44133
2023-12,Milk,-0.03,45304
2023-02,Yogurt,-0.02,48738
2023-03,Milk,-0.08,50070
2023-06,Milk,0.11,43147
2023-01,Milk,0.06,33539
2023-05,ChocoMilk Deluxe,-0.06,30227
2023-06,Milk,-0.07,46185
2023-04,Cheese,0.13,40955
2023-10,Cheese,0.12,42543
2023-04,Milk,0.03,31618
2023-04,Cheese,0.02,57818
2023-07,Cheese,0.04,35030
2023-11,Yogurt,-0.02,47494
2023-10,Yogurt,0.05,30771
2023-09,Cheese,0.13,49937
2023-09,Yogurt,-0.0,31879
2023-03,Cheese,-0.02,32044
2023-07,Cheese,-0.05,54973
2023-05,Milk,0.02,34687
2023-06,Cheese,-0.03,51252
2023-04,Yogurt,-0.04,36032
2023-09,Milk,0.05,46685
2023-05,Magic Yogurt,0.42,48348
2023-03,Yogurt,-0.07,39771
2023-12,Cheese,0.07,51610
2023-11,Cheese,-0.03,47206
2023-07,Milk,0.18,56319
2023-11,Milk,-0.06,43604
2023-06,ChocoMilk Deluxe,0.01,30437
2023-01,Milk,0.02,36834
2023-12,Cheese,0.15,51074
2023-05,Cheese,-0.01,57078
2023-08,ChocoMilk Deluxe,-0.02,53709
2023-01,ChocoMilk Deluxe,0.12,57925
2023-01,Milk,0.17,42644
2023-10,Milk,0.05,44961
2023-05,ChocoMilk Deluxe,-0.05,47040
2023-03,ChocoMilk Deluxe,-0.04,38725
2023-01,ChocoMilk Deluxe,-0.01,39452
2023-11,Yogurt,0.08,36205
2023-09,ChocoMilk Deluxe,-0.0,40855
2023-02,ChocoMilk Deluxe,-0.09,58968
2023-08,Yogurt,0.03,46084
2023-09,Milk,0.17,42877
2023-01,Yogurt,0.11,38213
2023-02,ChocoMilk Deluxe,-0.0,31309
2023-06,ChocoMilk Deluxe,0.02,41229
2023-02,Cheese,-0.03,38675
2023-12,Cheese,0.16,31156
2023-06,Cheese,0.09,50504
2023-01,Cheese,0.03,31121
2023-06,Milk,-0.06,40520
2023-07,Cheese,0.02,50264
2023-06,Milk,0.14,48586
2023-03,Yogurt,0.08,49169
2023-10,ChocoMilk Deluxe,0.15,48192
2023-12,ChocoMilk Deluxe,0.2,41836
2023-02,Yogurt,0.14,52562
2023-02,Yogurt,-0.07,30589
2023-09,Cheese,-0.08,44125
2023-10,Milk,-0.06,31870
2023-10,Cheese,0.07,41398
2023-09,Cheese,0.18,44921
2023-07,Yogurt,0.09,48421
2023-06,Milk,0.12,46388
2023-08,Cheese,0.05,49353
2023-09,Milk,0.07,40467
2023-09,Milk,0.03,33022
2023-06,Milk,0.16,47281
2023-06,Cheese,0.2,41755
2023-06,Milk,-0.04,31106
2023-12,Yogurt,-0.07,57549
2023-10,ChocoMilk Deluxe,0.19,59502
2023-07,Cheese,-0.09,31515
2023-03,Cheese,-0.02,55814
2023-08,Cheese,-0.06,34064
2023-03,Cheese,0.14,45365
2023-07,Magic Yogurt,0.42,39136
2023-05,Milk,-0.03,40480
2023-05,Cheese,0.19,57167
2023-12,ChocoMilk Deluxe,0.11,58787
2023-09,Yogurt,0.03,41110
2023-03,Milk,-0.09,35100
2023-08,ChocoMilk Deluxe,0.17,42857
2023-10,Yogurt,0.12,40487
2023-02,Milk,-0.06,32948
2023-08,Cheese,0.15,43844
2023-06,Yogurt,0.1,49977
2023-06,Cheese,0.02,37454
2023-04,Yogurt,-0.03,39639
2023-08,Milk,0.2,52570
2023-09,Milk,-0.08,39401
2023-04,Cheese,0.12,48576
2023-01,Yogurt,0.2,51133
2023-07,Cheese,0.04,54728
2023-08,Cheese,0.06,50074
2023-12,Milk,-0.0,48063
2023-01,Yogurt,-0.03,58168
2023-08,Milk,0.05,40963
2023-07,Yogurt,-0.02,49913
2023-09,Yogurt,0.13,57964
2023-02,ChocoMilk Deluxe,0.13,44913
2023-12,Cheese,-0.02,49808
2023-05,ChocoMilk Deluxe,0.15,53649
2023-06,ChocoMilk Deluxe,0.09,57005
2023-07,ChocoMilk Deluxe,0.07,32412
2023-09,Yogurt,0.13,43701
2023-05,ChocoMilk Deluxe,-0.07,41139
2023-08,Milk,0.18,59905
2023-12,Yogurt,-0.08,58213
2023-02,Cheese,0.13,32814
2023-04,Milk,0.03,59171
2023-01,Cheese,0.04,39376
2023-02,Cheese,0.17,42397
2023-10,Cheese,0.07,31679
2023-06,Cheese,0.19,58531
2023-08,Magic Yogurt,0.42,46464
2023-12,Cheese,-0.06,31993
2023-07,Milk,0.08,36672
2023-11,Milk,0.07,37897
2023-12,Cheese,0.03,35400
2023-01,Cheese,0.1,39896
2023-12,Milk,-0.04,50901
2023-05,Cheese,0.05,39280
2023-11,Cheese,0.14,59215
2023-06,Cheese,0.03,59407
2023-04,Milk,-0.04,55433
2023-09,Milk,0.16,32872
2023-05,Cheese,0.11,47729
2023-07,Cheese,0.11,55536
2023-07,Cheese,-0.04,47800
2023-10,ChocoMilk Deluxe,-0.04,35662
2023-09,Yogurt,0.19,52967
2023-11,Milk,0.15,50477
2023-08,Magic Yogurt,0.42,31997
2023-10,Magic Yogurt,0.42,35600
2023-09,Yogurt,-0.04,31744
2023-07,Milk,0.13,52427
2023-03,Milk,0.04,52456
2023-06,ChocoMilk Deluxe,0.17,36174
2023-02,ChocoMilk Deluxe,0.08,40867
2023-07,Cheese,-0.05,56624
2023-09,Milk,0.11,44243
2023-10,Yogurt,0.12,32790
2023-07,Milk,0.02,33085
2023-09,ChocoMilk Deluxe,0.01,33588
2023-01,ChocoMilk Deluxe,-0.04,30447
2023-03,Cheese,0.17,53326
2023-12,Yogurt,0.17,33674
2023-10,Milk,0.01,33089
2023-05,Milk,0.19,35893
2023-06,Cheese,-0.0,32019
2023-01,Cheese,0.07,50005
2023-06,Yogurt,0.13,31804
2023-09,Yogurt,0.13,43746
2023-05,Yogurt,0.1,31248
2023-12,Milk,0.13,40919
2023-10,Milk,-0.02,51070
2023-09,ChocoMilk Deluxe,0.03,39807
2023-02,ChocoMilk Deluxe,0.05,53473
2023-06,Magic Yogurt,0.42,47556
2023-07,ChocoMilk Deluxe,0.01,35723
2023-04,Cheese,0.01,53671
2023-06,Cheese,0.13,52075
2023-03,Milk,0.1,39960
2023-02,Milk,0.19,44720
2023-02,Milk,0.0,54483
2023-05,Milk,0.13,44147
2023-06,Cheese,-0.01,31448
2023-05,Milk,0.08,49743
2023-05,Yogurt,0.2,53057
2023-08,Magic Yogurt,0.42,37100
2023-09,Cheese,0.05,36953
2023-07,Yogurt,0.09,54723
2023-03,Yogurt,-0.09,40862
2023-02,Cheese,-0.09,58713
2023-04,ChocoMilk Deluxe,0.01,51083
2023-04,Cheese,0.14,56330
2023-07,Cheese,-0.01,44054
2023-08,Cheese,-0.01,59859
2023-08,Yogurt,-0.02,37799
2023-06,Yogurt,0.1,43619
2023-04,Yogurt,-0.06,49303
2023-03,Cheese,0.01,33565
2023-12,Cheese,-0.03,58653
2023-11,Yogurt,-0.07,40907
2023-07,Milk,-0.08,45156
2023-03,Yogurt,0.05,58586
2023-09,Cheese,-0.07,52887
2023-01,Cheese,-0.04,54380
2023-07,Yogurt,0.12,37726
2023-01,ChocoMilk Deluxe,0.03,57839
2023-07,Milk,0.05,39616
2023-04,Milk,0.11,39359
2023-12,Yogurt,0.01,34502
2023-03,Yogurt,0.16,56618
2023-07,ChocoMilk Deluxe,-0.04,33322
2023-02,Magic Yogurt,0.42,53905
2023-08,Milk,-0.02,41775
2023-12,Milk,-0.05,48303
2023-07,ChocoMilk Deluxe,0.13,43054
2023-02,Cheese,0.12,49332
2023-05,Milk,-0.0,45407
2023-03,Yogurt,0.18,36440
2023-05,Yogurt,0.08,58622
2023-11,Cheese,0.04,58334
2023-03,ChocoMilk Deluxe,-0.06,53431
2023-10,Cheese,-0.07,31507
2023-03,ChocoMilk Deluxe,-0.02,59114
2023-11,Cheese,0.13,38623
2023-10,Cheese,0.02,47567
2023-11,Milk,0.0,32185
2023-02,Yogurt,-0.05,41785
2023-10,Milk,0.12,33692
2023-01,Cheese,-0.04,58268
2023-04,Milk,-0.07,56268
2023-04,Yogurt,0.1,42480
2023-07,Cheese,0.01,57699
2023-09,Milk,0.11,41269
2023-10,Milk,0.15,57635
2023-02,Yogurt,0.09,59360
2023-04,Milk,-0.08,53282
2023-12,Cheese,-0.05,58118
2023-02,Yogurt,0.16,57656
2023-10,Cheese,0.07,41088
2023-03,Yogurt,0.01,54852
2023-10,ChocoMilk Deluxe,0.18,49278
2023-12,ChocoMilk Deluxe,0.18,33958
2023-07,Yogurt,0.01,41890
2023-12,ChocoMilk Deluxe,0.03,42452
2023-12,Yogurt,0.16,35136
2023-08,Milk,-0.03,47902
2023-10,Magic Yogurt,0.42,40978
2023-04,Milk,0.2,34567
2023-03,Cheese,0.05,39225
2023-06,Milk,0.09,40402
2023-10,Milk,-0.02,34082
2023-03,Yogurt,-0.06,34186
2023-11,Milk,0.07,49312
2023-01,Milk,0.2,30843
2023-11,ChocoMilk Deluxe,0.07,48858
2023-03,ChocoMilk Deluxe,0.07,38767
2023-05,Milk,0.02,55442
2023-06,Yogurt,-0.05,30826
2023-12,Cheese,0.11,59036
2023-09,Milk,0.15,54282
2023-01,Milk,-0.07,53164
2023-10,Cheese,0.11,35835
2023-08,ChocoMilk Deluxe,-0.01,42734
2023-11,Yogurt,0.15,57901
2023-10,ChocoMilk Deluxe,-0.06,32194
2023-01,Cheese,0.08,35098
2023-08,Yogurt,0.1,48349
2023-10,Yogurt,0.1,36560
2023-08,Cheese,-0.07,46968
2023-11,Cheese,0.19,56556
2023-04,Yogurt,-0.0,52703
2023-08,Milk,0.0,32926
2023-08,ChocoMilk Deluxe,-0.1,38796
2023-10,Magic Yogurt,0.42,37865
2023-03,Cheese,0.09,30456
2023-12,ChocoMilk Deluxe,-0.04,34280
2023-05,Cheese,0.07,32713
2023-04,ChocoMilk Deluxe,0.09,38761
2023-11,ChocoMilk Deluxe,0.02,35269
2023-09,Milk,0.14,56669
2023-07,Cheese,0.2,49411
2023-03,Cheese,0.12,45757
2023-05,Yogurt,0.0,42771
2023-06,Yogurt,0.19,54089
2023-09,Yogurt,0.08,49412
2023-02,Yogurt,0.08,38520
2023-04,Yogurt,0.1,38366
2023-02,Milk,-0.08,53028
2023-09,Cheese,0.07,53305
2023-09,Milk,-0.08,31845
2023-04,Yogurt,-0.1,34232
2023-02,Magic Yogurt,0.42,30138
2023-07,Yogurt,-0.06,39713
2023-08,Yogurt,0.08,53621
2023-01,Cheese,0.13,52953
2023-05,Milk,0.05,43918
2023-03,Cheese,0.11,37467
2023-05,Milk,-0.08,51082
2023-02,Cheese,-0.05,33373
2023-12,Cheese,-0.0,41527
2023-01,Magic Yogurt,0.42,38394
2023-06,ChocoMilk Deluxe,-0.09,31065
2023-08,Milk,-0.09,41212
2023-05,Milk,0.11,48023
2023-06,Milk,-0.07,54451
2023-05,Cheese,0.02,32490
2023-12,Milk,0.13,39940
2023-11,Yogurt,0.1,47410
2023-08,Milk,0.19,51089
2023-06,Magic Yogurt,0.42,42696
2023-10,Cheese,0.14,51387
2023-10,ChocoMilk Deluxe,-0.06,35543
2023-07,Magic Yogurt,0.42,55615
2023-06,ChocoMilk Deluxe,0.04,48222
2023-03,Cheese,0.01,32298
2023-07,Magic Yogurt,0.42,49828
2023-04,Magic Yogurt,0.42,35586
2023-04,Milk,0.09,46147
2023-11,Milk,0.08,32976
2023-08,Cheese,-0.07,49232
2023-11,ChocoMilk Deluxe,0.0,56035
2023-07,Yogurt,0.02,44813
2023-09,Yogurt,0.01,43891
2023-07,Yogurt,-0.04,52290
2023-07,Yogurt,-0.09,32257
2023-05,Yogurt,0.08,56907
2023-05,Cheese,-0.08,51355
2023-01,Yogurt,0.06,48070
2023-04,Milk,-0.01,46193
2023-05,Cheese,0.16,41326
2023-05,ChocoMilk Deluxe,0.05,30978
2023-01,Yogurt,0.09,38700
2023-04,Cheese,-0.03,43887
2023-11,Milk,0.02,47120
2023-08,Yogurt,0.04,54525
2023-04,Milk,0.18,47378
2023-04,ChocoMilk Deluxe,-0.03,38161
2023-07,Milk,0.12,50436
2023-09,Yogurt,0.15,45028
2023-11,Milk,-0.1,54304
2023-11,Cheese,0.14,51606
2023-07,Yogurt,-0.03,50402
2023-02,Cheese,-0.02,34348
2023-08,Cheese,-0.0,45932
2023-06,Cheese,0.01,52536
2023-05,Yogurt,0.11,39950
2023-07,Milk,0.13,47332
2023-02,Yogurt,0.07,50266
2023-06,Cheese,0.16,41717
2023-07,Yogurt,0.09,49620
2023-12,Magic Yogurt,0.42,30117
2023-01,Milk,-0.06,49937
2023-05,Milk,-0.09,42024
2023-11,Milk,-0.07,57296
2023-12,Milk,0.13,30033
2023-02,Milk,-0.08,55028
2023-08,Magic Yogurt,0.42,58459
2023-02,Yogurt,-0.02,42142
2023-11,Cheese,0.01,41813
2023-08,Milk,0.04,54117
2023-04,Milk,0.08,44310
2023-09,Cheese,0.03,54178
2023-04,Cheese,0.06,50523
2023-10,Yogurt,-0.05,57683
2023-11,ChocoMilk Deluxe,0.1,59653
2023-02,Milk,0.03,40188
2023-11,ChocoMilk Deluxe,0.18,55587
2023-04,ChocoMilk Deluxe,-0.0,35610
2023-09,Yogurt,0.01,55204
2023-02,Milk,-0.08,30112
2023-12,ChocoMilk Deluxe,0.05,37057
2023-02,Milk,-0.0,46366
2023-07,Yogurt,0.01,32561
2023-07,Milk,-0.09,44063
2023-07,Magic Yogurt,0.42,35470
2023-05,Cheese,0.1,42162
2023-03,Cheese,-0.01,31027
2023-02,Cheese,0.11,47900
2023-02,Milk,0.0,58583
2023-12,Milk,0.15,45702
2023-12,Milk,0.16,33673
2023-05,Cheese,0.15,43009
2023-05,ChocoMilk Deluxe,0.17,33587
2023-07,Milk,0.19,58948
2023-02,Milk,0.17,52169
2023-05,Cheese,0.04,56316
2023-09,ChocoMilk Deluxe,-0.05,47823
2023-02,Yogurt,0.13,51073
2023-01,Yogurt,-0.05,32156
2023-08,Cheese,-0.08,57132
2023-08,Cheese,0.1,50764
2023-08,Yogurt,0.01,41166
2023-10,Yogurt,-0.08,46062
2023-01,Yogurt,0.13,38333
2023-12,Milk,-0.07,46781
2023-12,Cheese,-0.03,38697
2023-08,Magic Yogurt,0.42,36159
2023-04,Milk,0.16,31372
2023-04,Milk,-0.07,50250
2023-01,Cheese,0.17,42655
2023-04,Cheese,0.14,37889
2023-10,Milk,-0.07,44363
2023-07,Yogurt,0.19,41101
2023-12,Cheese,0.09,43815
2023-10,Yogurt,0.18,52796
2023-02,Cheese,-0.06,47916
2023-12,Yogurt,0.13,40572
2023-12,Magic Yogurt,0.42,38645
2023-09,Milk,0.17,52064
2023-07,Cheese,-0.06,33109
2023-04,Milk,-0.06,33947
2023-03,Cheese,-0.04,44789
2023-10,Yogurt,0.19,54475
2023-04,Yogurt,0.0,32765
2023-06,Milk,0.11,41670
2023-12,Milk,0.08,59036
2023-08,Yogurt,-0.02,54979
2023-10,ChocoMilk Deluxe,-0.05,31542
2023-10,Cheese,0.13,52164
2023-09,Milk,-0.07,54905
2023-11,Milk,0.19,56500
2023-03,ChocoMilk Deluxe,0.13,51624
2023-04,Cheese,0.01,32231
2023-03,Milk,0.07,37807
2023-01,Milk,0.14,39739
2023-02,Milk,0.03,58066
2023-06,Cheese,0.03,56976
2023-03,Yogurt,0.07,59216
2023-06,Yogurt,0.05,55144
2023-10,Yogurt,0.0,32009
2023-03,Milk,0.09,38813
2023-02,Cheese,0.08,46758
2023-10,ChocoMilk Deluxe,0.11,34712
2023-12,Cheese,0.12,33357
2023-12,ChocoMilk Deluxe,-0.06,39624
2023-05,Cheese,0.17,36989
2023-05,Magic Yogurt,0.42,44592
2023-09,Yogurt,0.02,36421
2023-12,Cheese,0.03,49498
2023-03,Yogurt,0.12,47510
2023-04,Cheese,0.13,33053
2023-10,Yogurt,0.0,46786
2023-01,ChocoMilk Deluxe,0.11,46778
2023-11,Yogurt,0.19,32619
2023-01,Milk,-0.07,42870
2023-03,Milk,-0.04,37067
2023-04,Cheese,0.1,52874
2023-12,Milk,-0.07,57430
2023-01,Milk,-0.09,59024
2023-01,ChocoMilk Deluxe,0.06,46482
2023-03,Milk,0.09,56115
2023-08,Milk,0.03,37327
2023-11,Milk,-0.05,40390
2023-12,Cheese,0.13,55771
2023-09,Yogurt,0.16,59112
2023-12,Yogurt,0.19,33386
2023-03,Yogurt,0.07,58612
2023-01,Milk,0.06,32391
2023-12,Cheese,0.1,55020
2023-01,Milk,0.01,40049
2023-07,ChocoMilk Deluxe,0.06,41196
2023-07,Cheese,0.18,32592
2023-10,Milk,0.09,58494
2023-01,Yogurt,0.11,48873
2023-05,Yogurt,-0.0,51830
2023-06,Milk,0.0,47537
2023-06,Milk,-0.07,43135
2023-05,Cheese,0.09,48728
2023-08,Milk,0.19,35074
2023-11,Yogurt,-0.09,51643
2023-02,Cheese,0.17,31256
2023-01,Milk,0.08,31171
2023-01,Cheese,0.14,47397
2023-06,Yogurt,-0.08,34731
2023-07,Yogurt,-0.06,47928
2023-10,Milk,0.01,42550
2023-01,Cheese,-0.02,57431
2023-02,Yogurt,-0.03,43603
2023-03,Milk,-0.05,41360
2023-02,Cheese,-0.04,41785
2023-02,Yogurt,0.17,31121
2023-04,Yogurt,0.11,54653
2023-02,Milk,-0.02,39926
2023-12,Milk,0.08,40404
2023-04,ChocoMilk Deluxe,0.07,35812
2023-03,Cheese,0.06,59289
2023-06,Milk,0.0,47070
2023-12,Yogurt,0.15,51155
2023-11,Milk,0.18,46731
2023-10,ChocoMilk Deluxe,-0.06,58237
2023-06,Milk,-0.01,56795
2023-04,Cheese,-0.02,59419
2023-04,Cheese,-0.06,36881
2023-05,Cheese,0.02,36899
2023-08,Milk,0.09,48498
2023-12,ChocoMilk Deluxe,0.19,45305
2023-01,Cheese,-0.01,39627
2023-11,Yogurt,0.01,35667
2023-09,Cheese,0.11,43867
2023-10,Milk,0.19,50333
2023-10,ChocoMilk Deluxe,0.03,42955
2023-06,Milk,-0.07,46837
2023-10,Milk,0.2,56554
2023-10,Yogurt,-0.06,54896
2023-07,Milk,-0.01,59221
2023-07,Yogurt,0.0,56471
2023-11,Cheese,-0.07,43479
2023-08,Cheese,0.0,48146
2023-09,Cheese,0.17,58946
2023-11,Milk,-0.05,41274
2023-01,Milk,0.15,31225
2023-11,Cheese,-0.08,52105
2023-03,Milk,0.07,53226
2023-10,Yogurt,0.13,45841
2023-04,Cheese,-0.0,49804
2023-10,Cheese,-0.04,57121
2023-07,ChocoMilk Deluxe,0.11,51791
2023-06,Yogurt,-0.05,31913
2023-01,Milk,0.19,32811
2023-08,Yogurt,0.01,50205
2023-10,Yogurt,-0.03,46968
2023-02,Cheese,0.06,31853
2023-11,ChocoMilk Deluxe,0.03,34417
2023-02,Cheese,0.17,54875
2023-02,Milk,0.01,57721
2023-12,Milk,0.01,58053
2023-06,ChocoMilk Deluxe,0.14,32915
2023-02,Cheese,-0.08,45717
2023-08,Yogurt,0.09,50779
2023-03,Milk,0.02,46562
2023-02,Cheese,0.18,45400
2023-01,Milk,0.09,36482
2023-06,Cheese,0.09,49359
2023-08,Cheese,0.1,39472
2023-09,Milk,0.05,57844
2023-06,Cheese,0.04,49727
2023-09,Milk,0.11,59253
2023-01,Milk,0.18,40059
2023-11,Milk,0.16,43055
2023-05,Milk,0.19,46815
2023-07,Cheese,0.01,42868
2023-05,Yogurt,0.18,44506
2023-09,Milk,0.05,31899
2023-05,Cheese,-0.07,33035
2023-01,Milk,0.15,35995
2023-05,Milk,0.12,38743
2023-03,Yogurt,0.06,38615
2023-09,Cheese,0.05,47132
2023-01,Cheese,0.04,39119
2023-05,Milk,0.01,39452
2023-01,Cheese,-0.02,32242
2023-08,Cheese,0.11,51801
2023-11,Yogurt,-0.05,35211
2023-06,Magic Yogurt,0.42,42562
2023-08,Cheese,0.13,40924
2023-04,Milk,-0.02,43184
2023-12,Milk,-0.0,31997
2023-04,Yogurt,-0.09,57315
2023-03,ChocoMilk Deluxe,0.19,52916
2023-02,Yogurt,0.14,43889
2023-05,Milk,0.02,42145
2023-07,Milk,-0.01,46862
2023-06,Milk,-0.08,40721
2023-08,Yogurt,0.04,40988
2023-04,Milk,0.08,57086
2023-02,Yogurt,-0.02,45246
2023-12,Cheese,0.14,58483
2023-08,Magic Yogurt,0.42,54821
2023-08,Milk,0.06,57969
2023-01,Yogurt,-0.05,34221
2023-04,Yogurt,0.08,56630
2023-04,Yogurt,-0.01,52030
2023-10,Yogurt,0.01,50486
2023-02,Yogurt,0.05,32577
2023-10,Cheese,0.03,42548
2023-01,Cheese,0.01,57536
2023-04,Milk,0.16,30162
2023-11,Milk,0.04,32983
2023-07,ChocoMilk Deluxe,-0.02,51408
2023-09,Milk,0.1,53739
2023-09,ChocoMilk Deluxe,0.14,51434
2023-12,Yogurt,0.2,53935
2023-12,Yogurt,0.05,57668
2023-02,Cheese,0.02,34907
2023-11,Milk,0.08,30191
2023-03,Cheese,0.1,32066
2023-11,ChocoMilk Deluxe,0.05,51723
2023-06,ChocoMilk Deluxe,0.19,54747
2023-11,Milk,0.05,55701
2023-05,Yogurt,-0.09,55836
2023-11,Cheese,0.16,31624
2023-02,Milk,0.05,31134
2023-12,Milk,0.17,35572
2023-08,Yogurt,-0.01,49080
2023-12,Milk,0.15,42957
2023-01,Cheese,0.09,57681
2023-03,Milk,0.09,49402
2023-08,Magic Yogurt,0.42,30996
2023-09,Milk,-0.04,35758
2023-05,Milk,0.01,34799
2023-06,ChocoMilk Deluxe,-0.0,40754
2023-02,Milk,-0.1,41666
2023-12,Milk,0.16,35279
2023-06,ChocoMilk Deluxe,-0.02,31646
2023-10,Milk,-0.0,56512
2023-10,Magic Yogurt,0.42,33178
2023-07,Cheese,-0.02,45546
2023-08,Cheese,0.06,33019
2023-11,ChocoMilk Deluxe,0.17,56246
2023-10,Milk,0.08,54834
2023-08,Milk,-0.01,48649
2023-01,ChocoMilk Deluxe,-0.06,49350
2023-04,Milk,0.05,56957
2023-10,Cheese,0.16,37755
2023-08,Yogurt,0.15,58215
2023-10,Cheese,-0.06,44332
2023-04,Yogurt,-0.02,58829
2023-05,Cheese,0.18,33467
2023-06,Yogurt,-0.01,36896
2023-08,ChocoMilk Deluxe,-0.09,57329
2023-09,Milk,0.19,33657
2023-04,Cheese,0.06,41210
2023-06,Magic Yogurt,0.42,50052
2023-05,Milk,0.16,40255
2023-12,Milk,-0.03,46619
2023-03,Yogurt,0.05,58309
2023-04,Magic Yogurt,0.42,46589
2023-12,Milk,-0.06,50207
2023-01,Cheese,-0.01,38204
2023-06,Yogurt,0.11,41947
2023-05,Milk,0.08,57510
2023-02,Yogurt,-0.04,47313
