Month,Product_Type,Region,Sales_Amount
2023-04,Yogurt,West,19820
2023-10,Cheese,North,23399
2023-04,Yogurt,West,26733
2023-10,Milk,East,15467
2023-05,Milk,East,7027
2023-06,Milk,North,16325
2023-03,Yogurt,East,32557
2023-04,Milk,South,9398
2023-03,ChocoMilk Deluxe,East,290260
2023-02,Cheese,South,6243
2023-10,Cheese,West,24555
2023-12,Cheese,East,12394
2023-09,Cheese,South,20873
2023-01,ChocoMilk Deluxe,West,136020
2023-02,ChocoMilk Deluxe,West,167620
2023-08,Milk,West,10194
2023-07,Yogurt,West,28564
2023-12,Yogurt,North,11901
2023-01,ChocoMilk Deluxe,South,140150
2023-05,Cheese,North,7500
2023-10,Milk,West,21456
2023-06,Cheese,East,20968
2023-05,Cheese,South,24793
2023-04,Yogurt,South,15578
2023-01,ChocoMilk Deluxe,West,232590
2023-07,Milk,East,9154
2023-09,ChocoMilk Deluxe,East,111020
2023-06,ChocoMilk Deluxe,South,177940
2023-03,ChocoMilk Deluxe,North,247230
2023-10,Yogurt,East,20790
2023-04,Yogurt,South,16780
2023-10,Milk,East,24455
2023-05,ChocoMilk Deluxe,West,115910
2023-12,Cheese,East,24714
2023-12,Milk,North,12808
2023-01,Cheese,North,27437
2023-05,Yogurt,North,13404
2023-01,Cheese,South,24730
2023-09,Yogurt,East,37089
2023-07,Cheese,North,13401
2023-03,Milk,West,5777
2023-09,Milk,West,8791
2023-02,Cheese,West,28580
2023-12,Milk,South,11632
2023-07,Cheese,North,29506
2023-09,Milk,North,8917
2023-06,ChocoMilk Deluxe,East,165700
2023-10,Yogurt,South,24922
2023-05,Yogurt,West,10835
2023-12,Milk,East,18853
2023-07,Milk,West,26235
2023-06,Yogurt,West,8497
2023-05,Yogurt,North,11719
2023-02,Milk,East,10382
2023-08,Milk,South,25991
2023-07,ChocoMilk Deluxe,West,271590
2023-06,Cheese,North,21850
2023-05,Milk,North,29151
2023-05,Milk,West,14294
2023-09,Yogurt,North,8883
2023-01,Yogurt,North,18858
2023-09,Cheese,West,18059
2023-06,Milk,South,7962
2023-04,Cheese,West,8206
2023-10,Cheese,East,29876
2023-07,Cheese,West,13244
2023-09,Milk,West,10609
2023-05,Milk,South,28755
2023-05,Yogurt,West,18588
2023-08,Yogurt,West,13659
2023-07,ChocoMilk Deluxe,North,234540
2023-08,Cheese,West,26976
2023-11,ChocoMilk Deluxe,South,117200
2023-12,ChocoMilk Deluxe,North,284480
2023-10,Milk,West,19837
2023-02,Cheese,North,20681
2023-09,Yogurt,East,28873
2023-03,Yogurt,West,21920
2023-06,ChocoMilk Deluxe,West,74270
2023-06,Yogurt,North,11122
2023-02,Cheese,West,14241
2023-12,Cheese,West,10324
2023-07,Cheese,South,24075
2023-09,ChocoMilk Deluxe,West,159000
2023-12,ChocoMilk Deluxe,South,145740
2023-10,Milk,East,6676
2023-11,Yogurt,East,40840
2023-01,Cheese,North,11003
2023-08,Cheese,North,14763
2023-02,ChocoMilk Deluxe,North,289080
2023-01,Yogurt,North,16352
2023-08,Cheese,West,20533
2023-02,Cheese,South,29116
2023-06,Cheese,North,9855
2023-06,Cheese,East,10710
2023-05,Milk,West,9532
2023-08,Milk,South,10738
2023-03,Yogurt,South,23766
2023-10,Yogurt,North,19940
2023-04,Yogurt,North,11238
2023-07,Yogurt,South,21698
2023-07,ChocoMilk Deluxe,East,136790
2023-12,ChocoMilk Deluxe,North,186860
2023-08,Cheese,South,18329
2023-02,Milk,West,13169
2023-11,Cheese,South,21758
2023-12,Yogurt,North,25267
2023-02,ChocoMilk Deluxe,West,138780
2023-04,Yogurt,East,35062
2023-10,Cheese,South,28948
2023-09,Yogurt,South,7927
2023-10,Cheese,South,24428
2023-12,ChocoMilk Deluxe,West,173240
2023-09,ChocoMilk Deluxe,North,288800
2023-04,Yogurt,South,15156
2023-09,Cheese,West,8019
2023-03,Cheese,South,29123
2023-12,Milk,North,29738
2023-05,Milk,West,27475
2023-10,Milk,East,15357
2023-09,ChocoMilk Deluxe,South,206620
2023-06,Milk,North,14215
2023-03,Milk,East,6255
2023-10,Cheese,North,29332
2023-09,Cheese,East,25502
2023-06,ChocoMilk Deluxe,North,195170
2023-04,Milk,East,6058
2023-04,ChocoMilk Deluxe,West,273130
2023-08,Milk,East,6193
2023-07,ChocoMilk Deluxe,North,155200
2023-01,Cheese,South,8683
2023-06,Yogurt,East,16692
2023-08,Cheese,North,17528
2023-03,Yogurt,South,19972
2023-09,Yogurt,West,11436
2023-10,Milk,West,9326
2023-02,Milk,South,13987
2023-06,ChocoMilk Deluxe,North,273170
2023-12,Cheese,North,15304
2023-01,ChocoMilk Deluxe,East,265980
2023-12,Yogurt,West,8307
2023-11,Cheese,West,25886
2023-02,Milk,West,13838
2023-05,ChocoMilk Deluxe,West,151630
2023-01,Yogurt,North,28676
2023-08,Milk,West,17964
2023-01,Yogurt,South,19139
2023-09,Milk,North,22153
2023-10,ChocoMilk Deluxe,South,141780
2023-11,Milk,South,18103
2023-03,Milk,North,13248
2023-12,Milk,South,21000
2023-02,Milk,South,24311
2023-01,Cheese,East,28371
2023-09,Yogurt,West,16048
2023-04,Yogurt,South,24904
2023-12,Yogurt,East,21294
2023-01,Cheese,East,6240
2023-01,Yogurt,West,29494
2023-07,ChocoMilk Deluxe,East,273780
2023-02,Cheese,East,10729
2023-07,Milk,South,22683
2023-12,Cheese,West,10375
2023-07,Milk,West,19700
2023-10,Milk,South,11396
2023-09,Yogurt,North,8331
2023-07,ChocoMilk Deluxe,East,175450
2023-01,Cheese,South,21409
2023-12,Yogurt,East,21271
2023-08,Milk,West,10934
2023-08,Cheese,West,26909
2023-04,Yogurt,East,17143
2023-08,Cheese,West,29181
2023-04,Milk,West,17972
2023-08,Yogurt,North,20616
2023-05,ChocoMilk Deluxe,West,145290
2023-04,Yogurt,West,6858
2023-06,Milk,East,19073
2023-02,Milk,South,21873
2023-12,Cheese,West,20440
2023-02,Milk,West,30692
2023-02,ChocoMilk Deluxe,South,216360
2023-09,Yogurt,South,27078
2023-10,Yogurt,South,28595
2023-03,ChocoMilk Deluxe,East,168260
2023-10,Milk,West,10216
2023-04,Yogurt,West,29270
2023-10,Milk,South,18180
2023-12,Milk,North,30888
2023-08,Milk,East,34040
2023-04,ChocoMilk Deluxe,South,179540
2023-11,Cheese,South,18567
2023-10,Milk,West,26445
2023-10,Yogurt,North,26259
2023-07,Milk,East,16323
2023-05,Milk,North,21538
2023-09,Yogurt,North,19911
2023-04,Milk,West,11544
2023-03,ChocoMilk Deluxe,South,269850
2023-02,Yogurt,South,28954
2023-01,Milk,North,31314
2023-11,Milk,East,33703
2023-06,Yogurt,East,11401
2023-10,Cheese,West,25275
2023-02,Cheese,East,15327
2023-08,Yogurt,West,22107
2023-06,Yogurt,North,16795
2023-12,Yogurt,East,9058
2023-12,ChocoMilk Deluxe,South,239380
2023-05,Milk,North,6900
2023-02,Milk,West,25435
2023-07,Yogurt,North,16276
2023-02,Cheese,North,13126
2023-05,Cheese,West,9003
2023-02,Yogurt,East,35691
2023-11,Cheese,East,25587
2023-10,Milk,South,27376
2023-11,Yogurt,East,9393
2023-11,ChocoMilk Deluxe,West,269130
2023-02,Milk,West,13051
2023-07,Yogurt,West,12561
2023-09,Cheese,East,27811
2023-05,Milk,West,9098
2023-07,Milk,East,18591
2023-04,Milk,West,31627
2023-02,Yogurt,West,14207
2023-03,Cheese,East,10532
2023-02,ChocoMilk Deluxe,South,287100
2023-05,Milk,South,7107
2023-06,ChocoMilk Deluxe,South,247690
2023-07,Cheese,East,8545
2023-03,Milk,West,22597
2023-04,Milk,East,15116
2023-08,Yogurt,North,11357
2023-04,ChocoMilk Deluxe,North,275670
2023-07,Yogurt,East,23505
2023-12,Yogurt,North,21828
2023-06,Milk,South,7910
2023-07,Milk,South,6039
2023-01,Milk,South,25159
2023-03,Milk,North,29343
2023-06,Yogurt,South,28134
2023-03,ChocoMilk Deluxe,South,85880
2023-07,Milk,South,16239
2023-09,Yogurt,East,8028
2023-03,Milk,West,18573
2023-01,Milk,West,21198
2023-10,Milk,East,23012
2023-06,Milk,South,10007
2023-12,Milk,South,23912
2023-01,Cheese,East,19177
2023-01,Cheese,East,14806
2023-08,Cheese,North,26344
2023-09,Cheese,East,17511
2023-02,Cheese,South,23036
2023-09,ChocoMilk Deluxe,East,86190
2023-05,ChocoMilk Deluxe,South,183990
2023-08,ChocoMilk Deluxe,North,94050
2023-07,Yogurt,East,8296
2023-07,Yogurt,North,14858
2023-04,Milk,South,23738
2023-02,Yogurt,South,26890
2023-05,Milk,South,16952
2023-11,Milk,South,28985
2023-11,Milk,North,16699
2023-03,Cheese,East,14854
2023-09,Milk,East,6059
2023-06,ChocoMilk Deluxe,South,295980
2023-01,Milk,South,19304
2023-03,ChocoMilk Deluxe,North,246220
2023-12,Cheese,North,16975
2023-04,Yogurt,South,14428
2023-09,Yogurt,South,22196
2023-11,Yogurt,East,25986
2023-06,Cheese,East,14197
2023-04,Yogurt,East,12184
2023-01,Cheese,South,20081
2023-08,Cheese,West,29865
2023-11,Yogurt,North,14393
2023-02,Milk,North,14940
2023-11,Cheese,North,13748
2023-11,Milk,South,14611
2023-08,ChocoMilk Deluxe,South,133100
2023-06,Yogurt,North,23282
2023-08,Milk,North,18826
2023-06,Cheese,North,27233
2023-05,Cheese,South,15871
2023-05,Cheese,West,10643
2023-10,Yogurt,West,20088
2023-10,Yogurt,West,18624
2023-11,Yogurt,East,35515
2023-08,ChocoMilk Deluxe,East,278440
2023-07,Yogurt,South,9948
2023-08,Yogurt,West,21017
2023-12,Yogurt,West,18103
2023-08,Yogurt,East,26374
2023-07,ChocoMilk Deluxe,West,234990
2023-02,Yogurt,North,25451
2023-11,Milk,East,35557
2023-09,ChocoMilk Deluxe,North,89710
2023-07,Yogurt,West,28184
2023-12,Milk,South,27579
2023-11,Yogurt,West,7684
2023-06,Cheese,South,13681
2023-09,ChocoMilk Deluxe,North,182690
2023-01,ChocoMilk Deluxe,North,68090
2023-11,Milk,West,25651
2023-02,ChocoMilk Deluxe,East,269480
2023-01,Yogurt,North,5060
2023-10,Yogurt,South,20241
2023-12,Cheese,South,9007
2023-03,Milk,East,35152
2023-11,Cheese,West,27150
2023-05,Milk,North,9895
2023-01,Cheese,West,7063
2023-04,ChocoMilk Deluxe,North,278420
2023-08,ChocoMilk Deluxe,West,213510
2023-06,Milk,East,15871
2023-01,Milk,South,13337
2023-12,ChocoMilk Deluxe,West,226100
2023-01,Cheese,West,23831
2023-03,ChocoMilk Deluxe,North,241360
2023-10,Yogurt,West,24329
2023-08,Yogurt,West,29560
2023-11,Milk,East,26473
2023-11,Milk,West,11259
2023-08,Cheese,East,24786
2023-03,Milk,East,23577
2023-07,Yogurt,East,9786
2023-12,Cheese,North,27094
2023-03,Cheese,East,23431
2023-04,ChocoMilk Deluxe,North,238400
2023-09,Cheese,South,14808
2023-04,Cheese,East,13835
2023-03,ChocoMilk Deluxe,West,88670
2023-05,Cheese,East,26188
2023-07,Milk,South,22459
2023-05,Cheese,East,28631
2023-04,Yogurt,North,16176
2023-08,Cheese,South,25106
2023-04,Milk,South,4295
2023-02,Milk,North,19476
2023-10,Cheese,North,19040
2023-06,Milk,West,15355
2023-02,Yogurt,South,28127
2023-03,Yogurt,East,25177
2023-01,Yogurt,North,26983
2023-05,Milk,West,21290
2023-09,Milk,North,21886
2023-02,Yogurt,North,18920
2023-12,Yogurt,West,15814
2023-07,ChocoMilk Deluxe,South,213570
2023-05,Cheese,East,24805
2023-02,Cheese,North,27672
2023-08,Yogurt,South,21738
2023-11,ChocoMilk Deluxe,West,132490
2023-06,ChocoMilk Deluxe,West,267070
2023-04,ChocoMilk Deluxe,West,126710
2023-04,ChocoMilk Deluxe,South,83730
2023-02,Yogurt,East,43344
2023-03,Milk,South,27212
2023-07,Yogurt,South,26968
2023-03,Milk,West,21275
2023-05,Milk,North,24214
2023-10,Yogurt,North,14018
2023-06,Yogurt,West,12660
2023-06,Yogurt,North,13963
2023-04,Cheese,West,18934
2023-06,Cheese,South,10955
2023-03,ChocoMilk Deluxe,West,56800
2023-07,Yogurt,East,30708
2023-07,Cheese,East,6371
2023-04,Yogurt,East,9511
2023-02,ChocoMilk Deluxe,South,239630
2023-11,Cheese,North,27014
2023-07,Milk,South,4423
2023-03,Cheese,North,23062
2023-01,Cheese,South,29134
2023-02,Milk,South,17228
2023-10,Cheese,East,7691
2023-09,Cheese,South,25879
2023-12,Milk,East,13358
2023-08,Milk,South,22143
2023-06,ChocoMilk Deluxe,West,247040
2023-06,Yogurt,East,24139
2023-01,Cheese,West,30414
2023-02,Cheese,South,24664
2023-04,Cheese,South,12523
2023-03,Yogurt,West,27000
2023-01,Yogurt,North,19929
2023-08,ChocoMilk Deluxe,North,265240
2023-07,Yogurt,North,28614
2023-04,ChocoMilk Deluxe,South,258040
2023-12,Milk,North,21199
2023-12,ChocoMilk Deluxe,North,151420
2023-09,Yogurt,South,6753
2023-11,Milk,South,21554
2023-04,Milk,North,28422
2023-01,Cheese,North,23979
2023-10,Milk,West,4650
2023-01,Yogurt,South,28742
2023-01,Yogurt,South,13274
2023-01,Cheese,West,23737
2023-04,Milk,East,13625
2023-01,ChocoMilk Deluxe,East,258960
2023-02,Milk,South,34552
2023-04,Milk,South,20352
2023-07,Cheese,North,13206
2023-02,ChocoMilk Deluxe,East,109490
2023-08,Yogurt,North,19437
2023-07,Cheese,East,20702
2023-09,Cheese,West,10857
2023-06,Cheese,North,15633
2023-04,Milk,West,7766
2023-06,Yogurt,West,23759
2023-04,Milk,East,14648
2023-07,Cheese,South,13924
2023-09,Yogurt,South,29203
2023-03,Milk,West,14440
2023-03,ChocoMilk Deluxe,South,293200
2023-02,Cheese,North,25963
2023-01,Milk,East,19761
2023-01,ChocoMilk Deluxe,North,186700
2023-03,Milk,South,20683
2023-07,Milk,West,16701
2023-11,Cheese,East,15928
2023-09,Milk,West,21068
2023-02,ChocoMilk Deluxe,East,201160
2023-07,Milk,North,30470
2023-01,Milk,South,28100
2023-02,ChocoMilk Deluxe,North,180260
2023-06,Milk,West,29474
2023-11,ChocoMilk Deluxe,North,228250
2023-05,Cheese,South,24791
2023-08,Milk,South,20109
2023-12,Milk,North,11626
2023-11,Milk,East,4070
2023-02,Cheese,South,28171
2023-01,Milk,South,14933
2023-07,Yogurt,South,15689
2023-06,Cheese,South,15571
2023-08,Cheese,East,21296
2023-11,Milk,East,17768
2023-08,Cheese,West,24294
2023-02,Milk,West,16525
2023-08,Milk,West,5107
2023-06,ChocoMilk Deluxe,North,293880
2023-09,Cheese,North,16511
2023-12,Milk,West,20094
2023-07,Milk,South,8686
2023-02,Cheese,West,10655
2023-08,Yogurt,North,27848
2023-09,Milk,East,6605
2023-07,Cheese,South,19605
2023-04,Cheese,South,22290
2023-09,ChocoMilk Deluxe,South,175680
2023-04,Milk,North,32761
2023-12,Yogurt,South,19852
2023-04,Milk,South,18495
2023-09,Cheese,East,26643
2023-08,Yogurt,South,7948
2023-04,Milk,North,6357
2023-08,Cheese,South,25634
2023-08,Cheese,North,22030
2023-07,Cheese,East,28073
2023-10,Milk,East,7605
2023-06,Milk,South,8977
2023-08,Milk,West,6986
2023-07,Milk,East,23500
2023-05,Yogurt,South,26440
2023-12,Milk,East,5133
2023-04,Milk,East,16277
2023-12,Yogurt,North,19397
2023-02,Cheese,West,18508
2023-11,ChocoMilk Deluxe,North,71000
2023-08,ChocoMilk Deluxe,South,270240
2023-09,Yogurt,South,18952
2023-04,Milk,North,30360
2023-04,Yogurt,West,19168
2023-05,Yogurt,West,26611
2023-02,Yogurt,West,18091
2023-07,Milk,East,10681
2023-05,Yogurt,South,20774
2023-06,Yogurt,East,42376
2023-04,Cheese,North,31444
2023-08,Yogurt,West,23907
2023-08,Milk,East,15646
2023-12,Yogurt,West,6638
2023-05,Yogurt,East,37987
2023-12,Milk,South,34716
2023-06,ChocoMilk Deluxe,West,265820
2023-03,ChocoMilk Deluxe,East,292960
2023-01,Milk,North,16453
2023-09,Milk,East,24753
2023-09,Yogurt,North,27937
2023-03,Cheese,North,26725
2023-04,Cheese,West,8034
2023-07,Yogurt,South,5183
2023-02,ChocoMilk Deluxe,North,233270
2023-12,Cheese,North,19530
2023-03,Milk,South,23565
2023-06,Yogurt,South,11596
2023-11,Yogurt,South,14530
2023-08,ChocoMilk Deluxe,North,80390
2023-01,Milk,South,30346
2023-04,Cheese,North,16107
2023-01,Cheese,North,14411
2023-02,Yogurt,North,23467
2023-08,Milk,South,23430
2023-06,ChocoMilk Deluxe,North,266260
2023-09,Cheese,West,9510
2023-02,ChocoMilk Deluxe,North,72650
2023-03,Cheese,South,10665
2023-09,Yogurt,South,29851
2023-09,ChocoMilk Deluxe,North,204570
2023-06,ChocoMilk Deluxe,North,100240
2023-03,ChocoMilk Deluxe,North,167300
2023-05,Milk,West,18200
2023-02,Cheese,South,22762
2023-07,Milk,West,22313
2023-10,Cheese,South,29450
2023-11,Milk,East,17248
2023-08,Yogurt,South,16344
2023-06,Yogurt,North,12059
2023-08,Cheese,South,5561
2023-02,Yogurt,South,12593
2023-03,Milk,East,19130
2023-07,ChocoMilk Deluxe,East,129340
2023-10,Milk,West,11933
2023-12,Cheese,West,11667
2023-01,Cheese,North,26993
2023-07,ChocoMilk Deluxe,West,109960
2023-06,ChocoMilk Deluxe,West,113430
2023-08,Milk,East,17661
2023-07,Milk,North,16601
2023-04,Yogurt,North,19534
2023-03,Cheese,West,29932
2023-03,Yogurt,North,10442
2023-04,Milk,North,32898
2023-09,Yogurt,East,34377
2023-09,Milk,West,22731
2023-02,Cheese,North,23433
2023-05,Milk,West,15597
2023-01,ChocoMilk Deluxe,West,170620
2023-04,Milk,North,22280
2023-02,Yogurt,South,29797
2023-08,Milk,North,13948
2023-04,Cheese,South,17902
2023-05,ChocoMilk Deluxe,East,141850
2023-11,Milk,West,24305
2023-04,ChocoMilk Deluxe,South,201780
2023-05,ChocoMilk Deluxe,West,202040
2023-05,Yogurt,East,21717
2023-05,Milk,East,25458
2023-11,ChocoMilk Deluxe,South,91220
2023-03,ChocoMilk Deluxe,East,142220
2023-07,ChocoMilk Deluxe,West,185750
2023-03,ChocoMilk Deluxe,East,237870
2023-02,Cheese,East,30281
2023-03,Yogurt,South,18532
2023-11,Cheese,East,25508
2023-03,Cheese,North,27057
2023-08,Yogurt,West,29851
2023-04,Yogurt,South,13412
2023-03,Yogurt,North,12254
2023-10,ChocoMilk Deluxe,South,127580
2023-05,Milk,North,26663
2023-04,Cheese,East,31049
2023-09,Cheese,North,19327
2023-08,Milk,North,13753
2023-11,Cheese,North,31903
2023-07,ChocoMilk Deluxe,West,236600
2023-08,Cheese,South,22954
2023-05,Milk,East,29761
2023-04,Cheese,East,28322
2023-07,Yogurt,West,17231
2023-01,Cheese,West,22298
2023-06,Cheese,West,14492
2023-08,Milk,North,11224
2023-07,Cheese,West,17867
2023-02,Yogurt,West,9807
2023-07,Yogurt,North,25641
2023-06,Milk,South,11166
2023-05,ChocoMilk Deluxe,West,94880
2023-04,Milk,West,29357
2023-01,Milk,North,7161
2023-02,Yogurt,North,10815
2023-07,Yogurt,North,18036
2023-10,Milk,South,16435
2023-03,Yogurt,West,20211
2023-05,Milk,West,17110
2023-08,ChocoMilk Deluxe,North,52000
2023-08,Yogurt,North,22266
2023-06,Milk,West,16169
2023-05,Milk,West,10043
2023-02,Yogurt,West,16974
2023-09,Yogurt,North,9333
2023-01,ChocoMilk Deluxe,South,282760
2023-11,ChocoMilk Deluxe,South,278730
2023-02,Cheese,West,15260
2023-01,ChocoMilk Deluxe,East,156890
2023-12,Cheese,South,15719
2023-04,Cheese,East,22492
2023-04,Yogurt,East,27636
2023-05,Milk,West,10096
2023-05,Milk,North,6171
2023-08,ChocoMilk Deluxe,East,109250
2023-11,Cheese,West,23486
2023-11,ChocoMilk Deluxe,North,197740
2023-03,Milk,South,31529
2023-06,Cheese,West,15422
2023-12,Cheese,South,25380
2023-12,Cheese,West,14215
2023-03,ChocoMilk Deluxe,East,50910
2023-02,Cheese,North,26219
2023-08,Cheese,East,9210
2023-01,Cheese,West,30221
2023-09,Yogurt,West,8730
2023-11,Cheese,East,21628
2023-07,Yogurt,West,28006
2023-12,Yogurt,South,25912
2023-10,Milk,East,6229
2023-12,ChocoMilk Deluxe,North,70930
2023-11,ChocoMilk Deluxe,South,123100
2023-04,Cheese,South,10067
2023-03,Yogurt,West,23655
2023-06,Yogurt,East,16965
2023-09,ChocoMilk Deluxe,West,264780
2023-09,Milk,East,11529
2023-04,Yogurt,East,22585
2023-10,Milk,North,22920
2023-05,Milk,West,20006
2023-11,Yogurt,East,28570
2023-09,ChocoMilk Deluxe,North,272310
2023-02,Yogurt,East,27450
2023-02,Yogurt,West,22445
2023-05,Yogurt,East,43809
2023-01,ChocoMilk Deluxe,South,106210
2023-08,Cheese,West,19238
2023-05,Milk,South,12645
2023-12,ChocoMilk Deluxe,North,161080
2023-10,Cheese,East,22715
2023-02,Milk,West,24688
2023-12,Yogurt,North,9207
2023-09,Yogurt,South,16627
2023-02,Cheese,South,12041
2023-07,ChocoMilk Deluxe,South,145230
2023-08,Milk,South,28129
2023-06,Milk,North,24978
2023-11,Cheese,East,21891
2023-07,Milk,North,18096
2023-11,Cheese,East,11476
2023-01,Cheese,West,31434
2023-04,ChocoMilk Deluxe,South,114660
2023-07,Yogurt,North,10556
2023-01,Cheese,West,23936
2023-01,Milk,East,28527
2023-11,Cheese,West,22161
2023-06,Yogurt,West,9652
2023-04,Milk,East,13428
2023-03,Yogurt,West,10983
2023-12,Cheese,South,21159
2023-05,ChocoMilk Deluxe,East,57520
2023-09,Cheese,East,8033
2023-10,ChocoMilk Deluxe,North,284540
2023-10,Yogurt,West,8195
2023-12,Yogurt,South,12838
2023-12,Yogurt,South,18775
2023-11,ChocoMilk Deluxe,East,257950
2023-10,Yogurt,West,6536
2023-03,Yogurt,East,18511
2023-05,Milk,South,24826
2023-10,Milk,South,29393
2023-05,Milk,South,11837
2023-09,Yogurt,East,10083
2023-11,Milk,West,11407
2023-12,Yogurt,West,25520
2023-10,Cheese,East,30602
2023-11,Milk,South,8495
2023-04,Cheese,West,28516
2023-01,Cheese,South,5858
2023-10,Yogurt,East,23875
2023-05,Cheese,West,15252
2023-01,Milk,West,23125
2023-06,ChocoMilk Deluxe,East,117050
2023-12,Cheese,East,15749
2023-10,Cheese,West,7259
2023-10,ChocoMilk Deluxe,North,241050
2023-07,Milk,South,7996
2023-01,Cheese,North,17072
2023-10,Cheese,West,29462
2023-04,Cheese,North,8013
2023-09,Milk,East,6304
2023-01,Milk,South,27909
2023-09,Cheese,East,14184
2023-08,Milk,East,6676
2023-05,Milk,East,26145
2023-06,Milk,East,28454
2023-07,Cheese,South,9301
2023-04,Milk,West,8422
2023-06,Yogurt,West,24616
2023-07,ChocoMilk Deluxe,South,138030
2023-11,Yogurt,East,27451
2023-06,ChocoMilk Deluxe,North,119700
2023-11,Yogurt,West,6442
2023-12,Cheese,East,18278
2023-06,Milk,North,33259
2023-02,Milk,North,19193
2023-05,Cheese,East,21323
2023-03,Milk,South,7913
2023-07,ChocoMilk Deluxe,East,174530
2023-04,ChocoMilk Deluxe,South,65890
2023-01,Milk,North,23787
2023-12,Yogurt,West,6072
2023-12,Cheese,South,31216
2023-06,Yogurt,South,24093
2023-06,Yogurt,South,9319
2023-07,Milk,West,27715
2023-11,Yogurt,East,15250
2023-08,Yogurt,North,5104
2023-03,Cheese,North,6961
2023-06,Cheese,South,6480
2023-10,ChocoMilk Deluxe,North,255000
2023-02,ChocoMilk Deluxe,South,249400
2023-09,Yogurt,West,19105
2023-02,Milk,South,19902
2023-03,Cheese,West,8639
2023-12,Yogurt,South,5173
2023-10,Milk,South,19844
2023-12,Cheese,West,13759
2023-12,Milk,East,9859
2023-02,Cheese,West,6364
2023-09,Milk,South,19258
2023-01,Milk,North,7667
2023-05,Cheese,East,19484
2023-01,ChocoMilk Deluxe,North,250430
2023-05,Cheese,East,29975
2023-08,Cheese,South,16322
2023-08,Yogurt,East,26763
2023-11,Milk,North,8806
2023-08,Milk,West,21425
2023-02,Milk,East,33686
2023-08,Yogurt,East,16081
2023-12,Yogurt,South,21290
2023-05,Milk,South,31367
2023-01,Yogurt,East,19644
2023-07,ChocoMilk Deluxe,South,175150
2023-06,Milk,South,23834
2023-05,Yogurt,West,13157
2023-01,Cheese,East,16311
2023-01,Cheese,North,24081
2023-06,Cheese,West,6024
2023-10,Yogurt,South,7226
2023-12,Yogurt,West,23592
2023-07,Yogurt,East,32539
2023-10,Cheese,East,7490
2023-10,Milk,East,31180
2023-01,Yogurt,North,24483
2023-09,Milk,North,26808
2023-04,Cheese,North,28623
2023-05,Milk,South,5504
2023-02,Cheese,East,22262
2023-12,Cheese,East,10276
2023-10,Yogurt,North,14738
2023-08,Milk,West,26149
2023-02,Yogurt,West,13391
2023-03,Cheese,South,11353
2023-12,ChocoMilk Deluxe,West,82590
2023-09,Cheese,South,10397
2023-02,ChocoMilk Deluxe,West,92350
2023-06,Milk,West,4833
2023-12,Yogurt,West,24804
2023-04,Milk,East,16498
2023-07,Yogurt,North,26929
2023-06,Milk,East,6434
2023-10,Cheese,North,14608
2023-09,Cheese,West,6867
2023-09,ChocoMilk Deluxe,North,207120
2023-10,Milk,East,24804
2023-04,Yogurt,North,18161
2023-01,ChocoMilk Deluxe,North,188110
2023-02,Milk,North,12380
2023-08,ChocoMilk Deluxe,West,201740
2023-10,Milk,North,11798
2023-08,ChocoMilk Deluxe,West,227200
2023-02,ChocoMilk Deluxe,West,74700
2023-04,ChocoMilk Deluxe,South,97630
2023-01,Cheese,North,17953
2023-07,ChocoMilk Deluxe,West,136960
2023-04,Milk,North,24868
2023-11,Cheese,North,11765
2023-08,Cheese,East,13168
2023-09,Cheese,South,10268
2023-12,Yogurt,North,27976
2023-09,Milk,North,5737
2023-03,ChocoMilk Deluxe,West,106140
2023-05,Yogurt,West,14186
2023-06,ChocoMilk Deluxe,East,294160
2023-06,ChocoMilk Deluxe,South,217710
2023-10,Yogurt,South,13495
2023-08,Milk,South,32623
2023-06,Cheese,North,11079
2023-06,Cheese,South,29995
2023-04,Milk,East,24232
2023-07,Cheese,East,13866
2023-08,Yogurt,North,13675
2023-03,Milk,North,19172
2023-07,Cheese,North,9968
2023-03,Cheese,West,16421
2023-08,Milk,North,17982
2023-01,Yogurt,East,23338
2023-01,Yogurt,North,23480
2023-06,ChocoMilk Deluxe,West,117730
2023-10,Milk,North,12687
2023-09,Cheese,West,27707
2023-12,Cheese,West,17707
2023-04,ChocoMilk Deluxe,West,87190
2023-06,Cheese,North,23062
2023-12,Cheese,North,14462
2023-05,Milk,East,10744
2023-12,Milk,South,22298
2023-01,Milk,North,5723
2023-06,Yogurt,East,23973
2023-09,Yogurt,South,6926
2023-12,Cheese,East,28574
2023-03,Cheese,South,13803
2023-11,Milk,East,31670
2023-03,Yogurt,North,8593
2023-02,ChocoMilk Deluxe,South,296870
2023-04,ChocoMilk Deluxe,West,252490
2023-10,Milk,East,19494
2023-03,Yogurt,North,11542
2023-12,ChocoMilk Deluxe,North,157510
2023-02,Yogurt,South,6593
2023-01,Cheese,East,30491
2023-03,Yogurt,North,23235
2023-10,Yogurt,West,11475
2023-06,Cheese,East,30142
2023-09,Milk,North,11992
2023-11,Yogurt,North,12860
2023-05,ChocoMilk Deluxe,West,146230
2023-03,ChocoMilk Deluxe,North,146540
2023-05,Milk,South,15273
2023-05,Yogurt,East,20397
2023-05,Milk,South,16592
2023-12,ChocoMilk Deluxe,South,163220
2023-12,Milk,West,21599
2023-07,Cheese,South,13903
2023-05,Milk,South,22863
2023-07,Yogurt,South,18931
2023-09,Cheese,North,10859
